EmployeeID,Location,Department,SubmissionDate,IdeaTitle
GF12113,Mexico City,Engineering,2023-01-19,Green Transport Model
GF10589,Mumbai,Engineering,2020-03-19,Smart Policy Model
GF11512,London,Urban Development,2020-08-19,Clean Technology Strategy
GF10166,Singapore,Research,2022-04-03,Urban Transport Approach
GF10575,New York,Renewable Energy,2022-12-08,Green Design Project
GF10603,London,Renewable Energy,2020-11-13,Renewable Policy Model
GF10686,São Paulo,Urban Development,2021-01-12,Renewable Technology Model
GF11636,Dubai,Renewable Energy,2023-08-15,Future Design Initiative
GF10733,Johannesburg,Engineering,2023-08-05,Future Transport Plan
GF12287,London,Engineering,2020-01-05,Renewable Design Strategy
GF11021,Mumbai,Renewable Energy,2023-10-04,Renewable Infrastructure Framework
GF12084,Singapore,Urban Development,2020-05-30,Future Design Framework
GF10749,Tokyo,Environmental Policy,2022-08-15,Green Technology Strategy
GF11991,Seoul,Renewable Energy,2023-11-30,Smart Systems Strategy
GF12049,Tokyo,Renewable Energy,2022-05-21,Future Infrastructure Approach
GF10022,London,Environmental Policy,2021-04-27,Smart Technology Strategy
GF11928,Toronto,Environmental Policy,2023-10-22,Eco Housing Approach
GF10639,Singapore,Renewable Energy,2021-05-29,Renewable Policy Project
GF11134,New York,Renewable Energy,2021-08-17,Future Technology Strategy
GF11435,Tokyo,Research,2020-01-31,Urban Infrastructure Framework
GF12069,São Paulo,Consulting,2021-08-16,Renewable Technology Approach
GF11798,Mexico City,Renewable Energy,2022-09-25,Urban Systems Initiative
GF10921,Sydney,Research,2023-01-24,Green Energy Framework
GF10274,New York,Renewable Energy,2020-12-11,Green Policy Project
GF11749,New York,Consulting,2021-08-20,Renewable Systems Framework
GF11935,Toronto,Urban Development,2021-03-04,Renewable Energy Model
GF11624,Sydney,Research,2022-12-19,Smart Technology Project
GF11305,Mumbai,Environmental Policy,2020-03-30,Urban Transport Strategy
GF10194,Toronto,Urban Development,2022-08-27,Smart Systems Initiative
GF11759,São Paulo,Urban Development,2020-09-01,Green Policy Plan
GF11706,Sydney,Research,2020-09-20,Green Energy Solution
GF10362,São Paulo,Engineering,2023-09-14,Green Transport Project
GF11341,Mexico City,Engineering,2022-10-26,Eco Policy Strategy
GF11817,Stockholm,Urban Development,2021-10-02,Clean Energy Framework
GF11900,Paris,Research,2023-07-30,Urban Housing Framework
GF10060,Sydney,Renewable Energy,2022-03-30,Urban Technology Plan
GF10458,New York,Renewable Energy,2021-01-10,Clean Transport Solution
GF10156,Berlin,Research,2021-01-25,Eco Design Plan
GF11445,Tokyo,Renewable Energy,2020-02-23,Clean Systems Plan
GF11496,Mumbai,Urban Development,2020-02-10,Urban Policy Project
GF11313,Tokyo,Engineering,2021-06-17,Future Technology Plan
GF10977,Sydney,Urban Development,2022-12-25,Eco Infrastructure Project
GF12246,London,Renewable Energy,2021-12-03,Clean Housing Solution
GF12303,Sydney,Renewable Energy,2022-11-06,Smart Housing Approach
GF11951,São Paulo,Consulting,2022-10-20,Future Policy Initiative
GF12411,Johannesburg,Engineering,2020-03-12,Green Systems Project
GF11398,Berlin,Research,2023-04-23,Future Transport Solution
GF10957,Mumbai,Renewable Energy,2021-08-15,Sustainable Housing Model
GF10134,São Paulo,Research,2022-08-11,Clean Technology Strategy
GF10757,Seoul,Urban Development,2023-05-19,Sustainable Technology Strategy
GF10519,Sydney,Renewable Energy,2021-08-30,Sustainable Policy Project
GF11839,São Paulo,Research,2021-11-10,Green Design Model
GF10829,New York,Research,2020-03-17,Future Policy Model
GF11921,Mexico City,Renewable Energy,2023-10-12,Smart Systems Plan
GF11756,New York,Urban Development,2023-09-18,Urban Transport Solution
GF10059,Mumbai,Consulting,2021-03-08,Smart Housing Model
GF11427,Paris,Renewable Energy,2023-10-05,Clean Technology Project
GF10513,New York,Engineering,2022-12-03,Green Policy Strategy
GF11103,New York,Research,2023-12-30,Urban Systems Model
GF11461,Johannesburg,Renewable Energy,2023-07-15,Clean Housing Model
GF12230,Dubai,Environmental Policy,2021-12-26,Clean Policy Plan
GF11273,Tokyo,Environmental Policy,2021-12-07,Future Energy Solution
GF10293,New York,Renewable Energy,2023-09-18,Clean Systems Framework
GF11418,London,Research,2023-12-08,Urban Housing Initiative
GF10844,Seoul,Renewable Energy,2021-04-05,Sustainable Energy Approach
GF10193,Johannesburg,Environmental Policy,2021-10-17,Clean Systems Initiative
GF10484,Mexico City,Renewable Energy,2022-08-10,Clean Design Framework
GF12288,Toronto,Research,2021-11-17,Eco Infrastructure Project
GF10527,London,Consulting,2021-06-16,Green Transport Initiative
GF12119,London,Renewable Energy,2020-05-21,Green Transport Model
GF10042,Tokyo,Engineering,2021-04-12,Smart Systems Project
GF12458,Paris,Research,2020-11-12,Future Policy Strategy
GF11991,Stockholm,Urban Development,2023-08-27,Smart Energy Solution
GF12112,Johannesburg,Renewable Energy,2020-02-24,Urban Transport Initiative
GF11723,New York,Research,2022-10-09,Smart Infrastructure Model
GF11638,Berlin,Research,2022-11-27,Eco Design Strategy
GF12047,New York,Research,2021-07-17,Sustainable Transport Solution
GF10263,New York,Urban Development,2020-05-02,Smart Transport Strategy
GF10772,Singapore,Environmental Policy,2020-05-01,Urban Infrastructure Plan
GF10752,Toronto,Renewable Energy,2023-11-06,Renewable Systems Initiative
GF11430,Tokyo,Urban Development,2020-08-23,Eco Design Project
GF10938,London,Environmental Policy,2021-01-12,Renewable Technology Strategy
GF11348,São Paulo,Urban Development,2023-06-04,Future Housing Project
GF11699,Tokyo,Environmental Policy,2022-04-16,Urban Design Initiative
GF12001,Berlin,Urban Development,2023-07-29,Future Transport Framework
GF10480,Tokyo,Environmental Policy,2022-08-27,Future Housing Model
GF11622,Berlin,Environmental Policy,2020-12-11,Future Policy Strategy
GF10301,São Paulo,Engineering,2020-09-12,Sustainable Infrastructure Project
GF11471,London,Renewable Energy,2021-08-24,Smart Energy Initiative
GF12088,Johannesburg,Research,2020-03-30,Clean Infrastructure Plan
GF11539,Paris,Engineering,2023-01-01,Clean Technology Initiative
GF10420,São Paulo,Renewable Energy,2023-06-24,Future Housing Solution
GF10803,New York,Urban Development,2020-04-14,Smart Systems Project
GF11054,Seoul,Urban Development,2022-02-10,Renewable Infrastructure Project
GF10368,Berlin,Renewable Energy,2020-12-31,Eco Energy Solution
GF10496,Singapore,Research,2023-02-09,Urban Infrastructure Solution
GF11509,Singapore,Engineering,2021-11-03,Green Energy Project
GF10717,Berlin,Research,2023-06-15,Eco Transport Model
GF10779,New York,Research,2023-10-31,Urban Housing Solution
GF10338,Stockholm,Urban Development,2020-08-07,Clean Technology Framework
GF10268,London,Renewable Energy,2022-05-22,Green Housing Approach
GF11730,Toronto,Environmental Policy,2022-04-08,Smart Infrastructure Initiative
GF11838,New York,Renewable Energy,2023-11-24,Sustainable Transport Project
GF11790,Tokyo,Environmental Policy,2021-03-13,Renewable Systems Framework
GF11833,Dubai,Environmental Policy,2021-12-17,Future Design Project
GF10166,Tokyo,Consulting,2020-08-02,Future Design Framework
GF11699,London,Consulting,2020-10-24,Clean Technology Strategy
GF10212,New York,Consulting,2022-09-21,Urban Transport Initiative
GF10385,Johannesburg,Renewable Energy,2020-09-05,Renewable Transport Framework
GF11226,Seoul,Research,2020-05-30,Eco Transport Framework
GF12079,New York,Urban Development,2021-06-09,Eco Technology Initiative
GF11609,Singapore,Research,2021-08-26,Renewable Housing Strategy
GF11542,London,Environmental Policy,2023-03-22,Clean Systems Project
GF11362,Singapore,Consulting,2021-06-02,Urban Transport Strategy
GF11507,Berlin,Environmental Policy,2020-03-24,Sustainable Design Model
GF11431,Paris,Renewable Energy,2021-07-28,Sustainable Technology Solution
GF10259,Tokyo,Environmental Policy,2021-01-27,Eco Energy Strategy
GF11365,Stockholm,Urban Development,2020-11-05,Smart Transport Model
GF12481,Toronto,Urban Development,2020-07-05,Sustainable Infrastructure Initiative
GF10760,Tokyo,Environmental Policy,2023-10-09,Future Technology Framework
GF10496,Mumbai,Engineering,2021-05-11,Future Policy Framework
GF10111,New York,Renewable Energy,2022-09-16,Urban Technology Project
GF11821,New York,Research,2022-08-17,Green Infrastructure Project
GF11605,New York,Research,2020-05-09,Smart Technology Framework
GF12049,Stockholm,Consulting,2021-12-05,Renewable Transport Framework
GF11317,Toronto,Renewable Energy,2023-12-01,Clean Energy Solution
GF10136,Sydney,Environmental Policy,2020-12-02,Urban Energy Solution
GF10839,Toronto,Research,2021-08-08,Eco Transport Framework
GF11176,São Paulo,Renewable Energy,2020-09-29,Eco Design Solution
GF11295,São Paulo,Engineering,2023-10-10,Renewable Systems Plan
GF11176,Seoul,Urban Development,2023-06-20,Clean Energy Strategy
GF10622,Mumbai,Research,2021-10-10,Future Energy Plan
GF11310,New York,Urban Development,2021-07-03,Eco Transport Project
GF12478,London,Engineering,2020-09-09,Smart Infrastructure Project
GF11933,New York,Engineering,2022-11-03,Renewable Housing Model
GF11478,Toronto,Environmental Policy,2020-06-21,Eco Technology Strategy
GF10928,Berlin,Consulting,2021-05-12,Smart Design Strategy
GF12189,Dubai,Research,2022-08-21,Renewable Technology Framework
GF10142,Dubai,Urban Development,2023-10-23,Green Systems Initiative
GF11929,London,Engineering,2023-04-07,Smart Transport Approach
GF10638,Stockholm,Environmental Policy,2021-10-12,Eco Design Project
GF10852,Toronto,Environmental Policy,2022-02-14,Sustainable Technology Plan
GF11353,São Paulo,Renewable Energy,2022-07-18,Renewable Systems Framework
GF10987,Berlin,Engineering,2023-09-07,Renewable Transport Initiative
GF11950,Mumbai,Urban Development,2020-01-10,Future Technology Initiative
GF12287,Mexico City,Environmental Policy,2021-11-18,Future Technology Strategy
GF10908,Singapore,Consulting,2021-02-26,Future Systems Plan
GF11279,Seoul,Engineering,2020-11-18,Future Energy Model
GF10667,Singapore,Renewable Energy,2022-07-27,Urban Systems Initiative
GF10807,Dubai,Research,2021-12-07,Smart Housing Solution
GF11899,London,Renewable Energy,2020-07-09,Smart Transport Framework
GF11976,Singapore,Renewable Energy,2022-06-15,Clean Housing Strategy
GF11356,Mumbai,Engineering,2021-01-29,Eco Housing Solution
GF11950,London,Environmental Policy,2021-05-16,Green Policy Approach
GF11831,Johannesburg,Environmental Policy,2022-11-08,Green Systems Solution
GF11898,Mumbai,Renewable Energy,2022-05-29,Clean Technology Framework
GF11105,London,Renewable Energy,2022-09-21,Green Policy Framework
GF11788,São Paulo,Urban Development,2020-09-15,Future Infrastructure Approach
GF11202,Toronto,Consulting,2022-10-15,Future Systems Initiative
GF10325,New York,Renewable Energy,2023-06-25,Green Housing Plan
GF11613,London,Research,2020-01-30,Clean Housing Model
GF11909,Tokyo,Environmental Policy,2022-05-10,Future Transport Plan
GF10404,Mumbai,Environmental Policy,2023-04-29,Sustainable Housing Model
GF11320,Tokyo,Consulting,2022-07-29,Eco Infrastructure Plan
GF11568,Tokyo,Engineering,2023-06-03,Green Infrastructure Framework
GF12320,Sydney,Engineering,2020-08-02,Sustainable Energy Framework
GF12310,Sydney,Renewable Energy,2022-08-02,Smart Technology Approach
GF12173,Singapore,Consulting,2022-11-19,Future Technology Framework
GF10530,London,Consulting,2021-06-17,Eco Design Project
GF10955,Toronto,Renewable Energy,2023-11-28,Urban Transport Framework
GF10235,São Paulo,Environmental Policy,2022-11-06,Renewable Design Solution
GF10660,Sydney,Renewable Energy,2022-07-25,Renewable Infrastructure Initiative
GF11705,Mexico City,Renewable Energy,2023-04-02,Renewable Design Plan
GF12086,Tokyo,Engineering,2021-01-17,Urban Infrastructure Framework
GF11820,Berlin,Renewable Energy,2021-09-17,Clean Systems Approach
GF12497,Sydney,Urban Development,2022-10-15,Urban Transport Project
GF11118,Mumbai,Environmental Policy,2020-08-15,Future Systems Project
GF12488,São Paulo,Urban Development,2021-03-17,Renewable Technology Solution
GF10963,Tokyo,Consulting,2021-09-09,Green Housing Plan
GF11191,New York,Urban Development,2023-07-20,Renewable Technology Solution
GF10717,New York,Research,2020-11-30,Future Policy Model
GF12132,London,Research,2023-10-13,Smart Housing Strategy
GF10973,London,Renewable Energy,2022-05-20,Renewable Policy Solution
GF11710,Johannesburg,Urban Development,2021-09-04,Urban Housing Strategy
GF10340,Berlin,Renewable Energy,2023-11-27,Sustainable Housing Plan
GF12389,London,Urban Development,2022-02-09,Future Systems Model
GF11580,Mexico City,Urban Development,2020-03-25,Urban Policy Strategy
GF12244,New York,Renewable Energy,2020-03-16,Renewable Transport Framework
GF10259,New York,Environmental Policy,2023-04-23,Smart Infrastructure Model
GF11509,New York,Renewable Energy,2022-02-08,Urban Energy Approach
GF11908,Stockholm,Renewable Energy,2020-08-12,Sustainable Systems Initiative
GF10553,London,Urban Development,2022-06-27,Eco Transport Plan
GF10690,Singapore,Urban Development,2023-01-14,Eco Technology Solution
GF11411,Paris,Consulting,2022-02-17,Green Housing Model
GF12409,Mumbai,Engineering,2020-07-13,Clean Systems Initiative
GF10526,Johannesburg,Urban Development,2021-08-09,Urban Policy Framework
GF10573,New York,Environmental Policy,2022-12-15,Sustainable Transport Strategy
GF11247,Singapore,Environmental Policy,2020-08-02,Green Housing Approach
GF11704,Singapore,Renewable Energy,2022-11-12,Future Policy Approach
GF10633,Toronto,Research,2023-12-17,Eco Technology Initiative
GF10657,Mexico City,Research,2021-07-16,Renewable Policy Approach
GF11861,Singapore,Renewable Energy,2020-09-07,Urban Design Strategy
GF11099,Mexico City,Research,2022-12-05,Future Technology Model
GF10951,Sydney,Environmental Policy,2023-08-25,Future Energy Project
GF10804,Toronto,Renewable Energy,2022-11-28,Renewable Housing Plan
GF11216,Toronto,Renewable Energy,2022-03-06,Clean Energy Solution
GF10784,Toronto,Environmental Policy,2022-02-02,Sustainable Policy Solution
GF12409,London,Renewable Energy,2020-11-19,Future Infrastructure Solution
GF12434,São Paulo,Environmental Policy,2021-12-28,Renewable Infrastructure Approach
GF10202,Berlin,Renewable Energy,2021-08-11,Smart Infrastructure Framework
GF11267,New York,Research,2022-08-21,Smart Transport Framework
GF10786,London,Urban Development,2021-06-05,Urban Transport Approach
GF11833,Berlin,Research,2020-11-09,Eco Transport Plan
GF10106,London,Renewable Energy,2022-12-17,Clean Transport Project
GF10741,Seoul,Research,2023-01-07,Clean Infrastructure Model
GF10650,Berlin,Consulting,2021-01-16,Sustainable Systems Model
GF11365,Berlin,Environmental Policy,2021-05-17,Sustainable Policy Strategy
GF10661,London,Urban Development,2023-06-24,Future Technology Model
GF11335,Berlin,Urban Development,2023-05-08,Future Policy Approach
GF10162,London,Renewable Energy,2020-07-21,Smart Energy Strategy
GF10412,London,Environmental Policy,2020-02-13,Future Energy Approach
GF10997,Tokyo,Environmental Policy,2020-03-30,Smart Transport Initiative
GF10170,Dubai,Environmental Policy,2023-04-07,Urban Housing Solution
GF11424,Toronto,Research,2020-08-23,Sustainable Technology Model
GF10883,London,Renewable Energy,2020-05-28,Sustainable Design Solution
GF10343,New York,Renewable Energy,2022-07-04,Green Policy Plan
GF10716,Sydney,Renewable Energy,2022-11-01,Renewable Transport Model
GF11892,Sydney,Renewable Energy,2023-08-23,Clean Energy Plan
GF11783,Sydney,Renewable Energy,2020-12-23,Smart Infrastructure Solution
GF10705,Tokyo,Engineering,2023-08-23,Future Transport Plan
GF10388,Tokyo,Environmental Policy,2020-03-10,Future Infrastructure Strategy
GF12279,Dubai,Renewable Energy,2020-12-01,Smart Energy Plan
GF12148,Berlin,Renewable Energy,2022-06-02,Eco Design Strategy
GF10208,Singapore,Renewable Energy,2020-04-21,Future Infrastructure Framework
GF12483,São Paulo,Research,2020-04-09,Future Transport Strategy
GF10971,Tokyo,Urban Development,2021-01-30,Smart Housing Initiative
GF10418,London,Environmental Policy,2023-10-15,Urban Infrastructure Initiative
GF11698,London,Environmental Policy,2022-03-12,Future Transport Strategy
GF10639,Mexico City,Renewable Energy,2020-05-08,Smart Housing Project
GF10973,Toronto,Renewable Energy,2021-01-12,Sustainable Energy Project
GF11257,Seoul,Renewable Energy,2021-12-17,Sustainable Technology Strategy
GF10700,Tokyo,Consulting,2020-02-06,Clean Transport Solution
GF11846,New York,Consulting,2022-03-27,Urban Systems Project
GF10524,Tokyo,Research,2023-03-20,Urban Energy Solution
GF12384,Tokyo,Environmental Policy,2020-03-28,Eco Energy Initiative
GF11511,Mumbai,Renewable Energy,2020-04-08,Clean Transport Strategy
GF11638,London,Renewable Energy,2021-05-23,Sustainable Infrastructure Strategy
GF10093,Sydney,Consulting,2023-07-02,Green Policy Project
GF11997,Berlin,Urban Development,2020-04-11,Green Infrastructure Framework
GF11274,Berlin,Renewable Energy,2021-06-10,Future Technology Framework
GF11775,Toronto,Consulting,2021-07-10,Future Energy Initiative
GF11769,Berlin,Renewable Energy,2020-03-09,Urban Housing Approach
GF12462,Toronto,Urban Development,2022-04-07,Future Design Framework
GF10655,Tokyo,Renewable Energy,2020-04-02,Renewable Transport Initiative
GF12333,Toronto,Renewable Energy,2021-09-23,Urban Technology Project
GF10589,Berlin,Renewable Energy,2020-01-27,Sustainable Housing Project
GF10789,Toronto,Environmental Policy,2022-07-05,Smart Infrastructure Framework
GF10938,Mumbai,Environmental Policy,2023-03-13,Green Transport Project
GF11227,New York,Renewable Energy,2022-04-09,Clean Systems Model
GF11807,Toronto,Research,2023-07-05,Future Energy Solution
GF12072,São Paulo,Environmental Policy,2023-03-14,Eco Systems Solution
GF10600,London,Environmental Policy,2021-12-13,Green Housing Project
GF12407,Toronto,Urban Development,2020-09-20,Future Infrastructure Plan
GF10809,New York,Renewable Energy,2022-02-14,Eco Energy Strategy
GF10651,Berlin,Research,2020-12-20,Clean Energy Plan
GF12169,Dubai,Urban Development,2020-12-27,Green Systems Strategy
GF10691,Tokyo,Environmental Policy,2022-09-03,Eco Design Framework
GF10952,Toronto,Research,2022-08-22,Green Policy Strategy
GF12043,London,Engineering,2021-11-11,Eco Technology Model
GF10487,Tokyo,Urban Development,2020-06-14,Smart Transport Initiative
GF10387,Mumbai,Consulting,2023-01-07,Future Energy Solution
GF11240,Tokyo,Environmental Policy,2022-02-03,Renewable Transport Approach
GF10726,New York,Research,2020-01-29,Eco Technology Plan
GF10067,Tokyo,Renewable Energy,2022-09-30,Smart Technology Strategy
GF12044,Stockholm,Renewable Energy,2022-10-25,Clean Technology Strategy
GF11660,London,Environmental Policy,2022-04-03,Renewable Policy Project
GF10948,Toronto,Urban Development,2021-09-16,Future Systems Initiative
GF12264,London,Research,2020-11-30,Green Transport Model
GF10950,São Paulo,Environmental Policy,2023-05-22,Eco Transport Project
GF11769,London,Environmental Policy,2020-02-13,Clean Housing Solution
GF10320,Mumbai,Renewable Energy,2021-04-16,Green Technology Initiative
GF11099,New York,Environmental Policy,2023-12-19,Clean Technology Framework
GF11031,Singapore,Environmental Policy,2020-08-18,Urban Technology Strategy
GF12301,Tokyo,Research,2022-06-29,Green Infrastructure Solution
GF11217,London,Research,2023-05-19,Urban Technology Model
GF11090,Tokyo,Environmental Policy,2020-05-13,Green Energy Framework
GF10967,London,Renewable Energy,2020-02-28,Smart Energy Framework
GF10621,Toronto,Consulting,2020-02-21,Future Infrastructure Framework
GF10837,Tokyo,Environmental Policy,2022-04-04,Clean Technology Strategy
GF10779,Mumbai,Renewable Energy,2022-03-15,Renewable Transport Framework
GF10037,Toronto,Engineering,2022-10-01,Green Energy Framework
GF10371,London,Renewable Energy,2021-10-29,Renewable Housing Strategy
GF11680,Tokyo,Urban Development,2023-06-05,Green Energy Solution
GF12101,Toronto,Environmental Policy,2023-11-17,Clean Policy Solution
GF11240,São Paulo,Renewable Energy,2023-01-18,Future Technology Plan
GF12000,London,Renewable Energy,2020-10-15,Urban Systems Strategy
GF10291,Mumbai,Research,2021-07-01,Renewable Transport Plan
GF10760,Tokyo,Renewable Energy,2020-03-16,Urban Design Project
GF11905,New York,Urban Development,2022-05-16,Renewable Transport Plan
GF11324,Dubai,Renewable Energy,2022-07-03,Eco Technology Framework
GF12068,London,Consulting,2023-06-10,Green Transport Approach
GF10296,Paris,Environmental Policy,2022-04-05,Eco Transport Framework
GF11787,Singapore,Renewable Energy,2023-09-17,Sustainable Housing Solution
GF12231,Toronto,Urban Development,2023-02-21,Clean Technology Plan
GF11271,London,Urban Development,2020-01-16,Smart Design Model
GF10393,Berlin,Renewable Energy,2023-12-05,Sustainable Technology Model
GF11847,Mumbai,Research,2020-10-12,Green Housing Project
GF10100,Johannesburg,Renewable Energy,2020-09-29,Smart Design Framework
GF10580,Mumbai,Engineering,2021-06-04,Eco Housing Model
GF11086,Berlin,Consulting,2023-04-03,Green Energy Approach
GF11369,Berlin,Renewable Energy,2023-08-07,Green Housing Framework
GF10522,Mexico City,Research,2022-09-04,Smart Systems Model
GF11807,Tokyo,Environmental Policy,2021-01-03,Green Policy Project
GF11916,London,Environmental Policy,2022-09-09,Smart Systems Project
GF11239,Berlin,Environmental Policy,2022-03-26,Sustainable Policy Initiative
GF10477,Seoul,Consulting,2021-06-10,Green Energy Framework
GF12028,Berlin,Research,2022-08-22,Urban Policy Plan
GF11966,New York,Environmental Policy,2023-12-24,Future Design Project
GF11437,London,Urban Development,2023-10-10,Smart Policy Project
GF11527,New York,Renewable Energy,2022-02-06,Smart Energy Model
GF10510,Tokyo,Renewable Energy,2023-12-30,Urban Systems Plan
GF10946,São Paulo,Renewable Energy,2020-12-25,Clean Policy Solution
GF11469,Mumbai,Engineering,2021-06-25,Future Systems Approach
GF11043,London,Renewable Energy,2020-08-03,Smart Design Model
GF11096,Paris,Renewable Energy,2020-01-28,Eco Design Strategy
GF12352,New York,Renewable Energy,2021-12-07,Urban Energy Solution
GF12159,London,Research,2020-05-16,Renewable Technology Strategy
GF10378,São Paulo,Renewable Energy,2022-09-16,Future Energy Initiative
GF10424,Singapore,Consulting,2022-10-04,Renewable Energy Plan
GF10038,Tokyo,Consulting,2022-10-10,Renewable Design Approach
GF11421,Mumbai,Renewable Energy,2023-02-20,Urban Housing Plan
GF11533,Tokyo,Renewable Energy,2023-11-12,Future Housing Initiative
GF11845,Mexico City,Consulting,2021-05-18,Green Policy Approach
GF11833,Mexico City,Renewable Energy,2022-07-08,Clean Policy Strategy
GF11587,London,Environmental Policy,2020-07-29,Sustainable Technology Approach
GF10617,New York,Environmental Policy,2020-04-03,Sustainable Energy Solution
GF10731,Singapore,Environmental Policy,2020-12-10,Green Energy Plan
GF10985,London,Engineering,2023-10-19,Eco Design Strategy
GF10735,Dubai,Environmental Policy,2023-02-17,Renewable Design Solution
GF11362,Tokyo,Environmental Policy,2020-03-04,Clean Design Framework
GF10848,Sydney,Consulting,2020-12-28,Renewable Design Project
GF11856,London,Environmental Policy,2023-07-18,Sustainable Systems Framework
GF10589,New York,Renewable Energy,2020-11-06,Clean Systems Project
GF12247,London,Renewable Energy,2020-02-29,Green Housing Framework
GF10999,New York,Engineering,2022-12-11,Eco Policy Approach
GF11755,Berlin,Urban Development,2022-04-16,Renewable Housing Plan
GF11524,Toronto,Consulting,2021-07-15,Sustainable Systems Framework
GF11547,Paris,Engineering,2023-06-20,Renewable Policy Strategy
GF10660,Mumbai,Consulting,2023-04-21,Future Technology Approach
GF11059,Singapore,Environmental Policy,2021-10-25,Eco Transport Approach
GF12348,London,Renewable Energy,2023-09-23,Sustainable Transport Framework
GF11501,Tokyo,Engineering,2022-04-17,Renewable Energy Solution
GF11620,Seoul,Environmental Policy,2023-09-23,Smart Policy Initiative
GF12190,São Paulo,Engineering,2023-05-28,Smart Systems Strategy
GF11773,Dubai,Urban Development,2023-06-21,Sustainable Infrastructure Framework
GF10024,London,Engineering,2023-06-23,Sustainable Infrastructure Project
GF10947,London,Renewable Energy,2020-04-18,Clean Policy Project
GF11945,London,Urban Development,2021-06-15,Smart Transport Plan
GF10924,London,Renewable Energy,2020-04-12,Clean Technology Project
GF12449,Paris,Renewable Energy,2023-10-08,Urban Energy Model
GF10941,New York,Renewable Energy,2020-09-08,Sustainable Housing Approach
GF10634,Seoul,Environmental Policy,2022-07-13,Eco Systems Model
GF12454,Sydney,Research,2020-01-24,Smart Transport Plan
GF11409,New York,Renewable Energy,2020-12-17,Clean Policy Model
GF11822,Seoul,Consulting,2022-02-02,Sustainable Transport Approach
GF11313,Johannesburg,Renewable Energy,2020-09-19,Renewable Transport Approach
GF10016,New York,Renewable Energy,2020-06-04,Green Transport Model
GF11910,New York,Engineering,2020-06-21,Future Technology Solution
GF11380,Singapore,Research,2023-11-12,Sustainable Energy Project
GF11861,London,Renewable Energy,2021-11-07,Green Design Solution
GF10222,São Paulo,Consulting,2021-07-18,Eco Design Framework
GF10973,London,Renewable Energy,2022-10-04,Sustainable Systems Plan
GF10094,New York,Renewable Energy,2020-04-16,Eco Transport Plan
GF11063,Stockholm,Urban Development,2022-12-24,Eco Infrastructure Solution
GF10546,Toronto,Research,2023-01-13,Green Technology Framework
GF11110,São Paulo,Research,2023-12-28,Clean Housing Solution
GF10747,New York,Research,2022-04-08,Sustainable Housing Strategy
GF12014,Berlin,Environmental Policy,2022-11-23,Urban Systems Strategy
GF10747,London,Environmental Policy,2021-03-14,Eco Design Project
GF10653,Toronto,Urban Development,2023-08-08,Renewable Systems Initiative
GF10992,London,Urban Development,2020-08-24,Green Energy Plan
GF12174,London,Renewable Energy,2020-09-06,Urban Technology Initiative
GF10514,Singapore,Renewable Energy,2023-09-24,Smart Systems Framework
GF10709,London,Research,2023-02-22,Urban Infrastructure Approach
GF11133,Toronto,Renewable Energy,2023-01-21,Eco Transport Initiative
GF11644,New York,Environmental Policy,2022-04-21,Smart Transport Framework
GF12241,New York,Research,2022-03-07,Sustainable Housing Approach
GF11944,São Paulo,Environmental Policy,2023-12-24,Renewable Energy Project
GF10231,Tokyo,Renewable Energy,2020-11-08,Urban Infrastructure Solution
GF11564,Toronto,Research,2022-02-04,Sustainable Design Strategy
GF12308,London,Environmental Policy,2023-08-11,Eco Energy Plan
GF11718,London,Urban Development,2020-07-20,Sustainable Housing Plan
GF11064,London,Renewable Energy,2022-03-31,Urban Transport Initiative
GF11332,London,Environmental Policy,2020-05-11,Future Policy Approach
GF10554,São Paulo,Consulting,2021-11-24,Clean Design Strategy
GF10308,Sydney,Urban Development,2020-03-13,Urban Policy Initiative
GF10952,Dubai,Engineering,2023-09-11,Renewable Policy Model
GF11795,Stockholm,Research,2023-11-20,Clean Policy Project
GF11238,New York,Renewable Energy,2020-03-23,Eco Technology Project
GF10378,London,Engineering,2022-09-21,Renewable Systems Strategy
GF11501,Toronto,Urban Development,2020-12-01,Sustainable Infrastructure Framework
GF10688,Johannesburg,Engineering,2023-06-03,Sustainable Infrastructure Model
GF11710,Sydney,Renewable Energy,2022-09-09,Smart Infrastructure Solution
GF11138,São Paulo,Environmental Policy,2022-09-15,Urban Technology Framework
GF11874,New York,Renewable Energy,2021-01-17,Smart Technology Solution
GF12227,Berlin,Environmental Policy,2022-11-07,Eco Design Initiative
GF11972,Singapore,Consulting,2023-07-03,Green Technology Project
GF10165,Berlin,Environmental Policy,2020-04-25,Urban Housing Initiative
GF10227,London,Consulting,2022-12-16,Renewable Systems Project
GF10980,São Paulo,Urban Development,2021-05-17,Sustainable Infrastructure Plan
GF10608,Singapore,Environmental Policy,2023-08-27,Smart Design Plan
GF11902,Singapore,Consulting,2023-05-14,Smart Systems Approach
GF11754,New York,Research,2020-01-01,Future Infrastructure Solution
GF10939,Tokyo,Research,2023-06-16,Green Policy Plan
GF10422,Berlin,Research,2022-11-05,Urban Design Plan
GF12121,Berlin,Urban Development,2022-10-27,Eco Housing Framework
GF12025,London,Urban Development,2021-01-17,Smart Energy Framework
GF10167,Berlin,Renewable Energy,2021-12-17,Urban Transport Initiative
GF11530,Toronto,Environmental Policy,2022-02-22,Renewable Infrastructure Framework
GF10538,Singapore,Consulting,2020-05-18,Clean Housing Plan
